split,spec,sample,beach,boat,charter,pier,loss
38,our_method,in,0.10657283500026858,0.35346364764278043,0.37300161727457365,0.1669619000823763,1.2151160056111906e-06
38,our_method,out,0.10224289648693849,0.3276631721830118,0.40328563618279023,0.16680829514725845,0.04584809835526987
