split,spec,sample,beach,boat,charter,pier,loss
49,our_method,in,0.12231766683975928,0.35537208110750795,0.3520655272798747,0.1702447247728581,4.87459309009268e-06
49,our_method,out,0.11362768480789671,0.3442971896099625,0.36906628782974815,0.1730088377523927,0.06355221735744088
