split,spec,sample,beach,boat,charter,pier,loss
8,our_method,in,0.11953091972160312,0.35858599578941425,0.3703699966383434,0.15151308785064033,3.1157823126153196e-06
8,our_method,out,0.11846713318188107,0.36384740340351784,0.3634221411136926,0.1542633223009095,0.036744297816948795
