split,spec,sample,beach,boat,charter,pier,loss
13,our_method,in,0.10996808725583666,0.36426135121781067,0.3711336025843052,0.15463695894204832,3.336191144109779e-06
13,our_method,out,0.11707186278955097,0.3822235113120628,0.34600853491825534,0.15469609098013182,0.06177959474574655
