split,spec,sample,beach,boat,charter,pier,loss
48,our_method,in,0.11868083450864618,0.35951186808059554,0.39441410133698407,0.12739319607377414,9.755642791500656e-06
48,our_method,out,0.12059190644990206,0.34179765656703087,0.40846104285128,0.1291493941317871,0.058794369973671705
