split,spec,sample,beach,boat,charter,pier,loss
43,our_method,in,0.11148495059623537,0.347753997836887,0.3976698741709371,0.14309117739594052,5.535262918213379e-06
43,our_method,out,0.10969211540174478,0.3535947578024902,0.3925815936220449,0.14413153317372004,0.030755315729956188
