split,spec,sample,beach,boat,charter,pier,loss
30,our_method,in,0.11147617827001735,0.35245906061922416,0.37377037304797095,0.1622943880627885,1.0430977091479316e-06
30,our_method,out,0.11079169123620766,0.3925302431053486,0.3365156493620624,0.16016241629638212,0.0704197033632835
