split,spec,sample,beach,boat,charter,pier,loss
14,our_method,in,0.1284790461873954,0.3472227247014113,0.3836793410498892,0.14061888806130396,9.254717967738628e-06
14,our_method,out,0.12937347616999179,0.34856488327052504,0.38236732468512397,0.1396943158743592,0.03825096425366094
