split,spec,sample,beach,boat,charter,pier,loss
32,our_method,in,0.11640243252104983,0.3491809910589069,0.39835909926121216,0.1360574771588311,1.2216211701527634e-05
32,our_method,out,0.12415875637042773,0.3514900563964903,0.3840767873963908,0.14027439983669115,0.03549210186644795
