split,spec,sample,beach,boat,charter,pier,loss
1,our_method,in,0.11913148061475239,0.3573828475429245,0.3557039852910236,0.1677816865512984,5.3757826000551645e-06
1,our_method,out,0.12366325702808607,0.34426008403249897,0.3629439617916396,0.16913269714777424,0.061340365306125376
