split,spec,sample,beach,boat,charter,pier,loss
29,our_method,in,0.11813128691534483,0.3398064407739406,0.4012930378809852,0.14076923442972833,1.128189362586153e-05
29,our_method,out,0.12089319198164764,0.3245572788831975,0.41221078559921176,0.14233874353594209,0.07093384043664827
