split,spec,sample,beach,boat,charter,pier,loss
35,our_method,in,0.11019846522042798,0.35361848997875145,0.3815787647902449,0.15460428001057686,1.485810593060235e-06
35,our_method,out,0.11378439539359911,0.3774524730670653,0.35366418907607583,0.15509894246326078,0.03909355536242084
