split,spec,sample,beach,boat,charter,pier,loss
12,our_method,in,0.12677183699806346,0.3292261211970252,0.40316718094019327,0.14083486086471803,1.533888644954148e-05
12,our_method,out,0.13645958248582446,0.3376432703097224,0.37877597000386476,0.14712117720058848,0.05608994922303031
