split,spec,sample,beach,boat,charter,pier,loss
3,our_method,in,0.10641952055761135,0.34290543962212916,0.3749998996772333,0.17567514014302615,8.124037031604816e-07
3,our_method,out,0.09882192631622186,0.36641204053000137,0.36997335512255425,0.1647926780312225,0.04910423101345171
