split,spec,sample,beach,boat,charter,pier,loss
22,our_method,in,0.0973612644328655,0.3580859157273179,0.3976895142710446,0.14686330556877233,2.0783232745963785e-06
22,our_method,out,0.10277340234642916,0.3866847498560155,0.36415457279642177,0.146387275001134,0.0473992243020091
